FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.1400,1400,POINT (16.297075293305653 48.14117597577272),Carlbergergasse,Carlbergergasse,"60A, 66A",204,
OEFFHALTESTOGD.1401,1401,POINT (16.317123854733154 48.20613413947018),Possingergasse/Gablenzgasse,Possingergasse/Gablenzgasse,"10A, 12A",1664,
OEFFHALTESTOGD.1402,1402,POINT (16.283716175498785 48.14745367151388),Rudolf-Zeller-Gasse,Rudolf-Zeller-Gasse,"56A, 56B, 60A, 66A",1128,
OEFFHALTESTOGD.1403,1403,POINT (16.36271203472151 48.21347032630724),Schottentor,Schottentor,1A,1184,
OEFFHALTESTOGD.1404,1404,POINT (16.238427348764436 48.21052091283114),Riedstraﬂe,Riedstraﬂe,49A,1101,
OEFFHALTESTOGD.1405,1405,POINT (16.38624234691046 48.2376065733385),Allerheiligenplatz,Allerheiligenplatz,37A,1693,
OEFFHALTESTOGD.1406,1406,POINT (16.32859499220766 48.23149106182352),Gersthof,Gersthof,10A,393,
OEFFHALTESTOGD.1407,1407,POINT (16.32347050338127 48.17759856770113),Aichholzgasse/Ratschkygasse,Aichholzgasse/Ratschkygasse,9A,32,
OEFFHALTESTOGD.1408,1408,POINT (16.398265245629357 48.200370728849684),Apostelgasse,Apostelgasse,77A,75,
OEFFHALTESTOGD.1409,1409,POINT (16.366415670250543 48.208427645395396),Michaelerplatz,Michaelerplatz,"1A, 2A",873,
OEFFHALTESTOGD.1410,1410,POINT (16.46485287169739 48.21657563321025),Tamariskengasse,Tamariskengasse,92A,1364,
OEFFHALTESTOGD.1411,1411,POINT (16.3931719943009 48.200274425573184),Hintzerstraﬂe,Hintzerstraﬂe,"4A, 74A",1450,
OEFFHALTESTOGD.1412,1412,POINT (16.253148900356464 48.21154916617423),Campingplatz Wien-West 1,Campingplatz Wien-West 1,"43B, 52A, 52B",200,
OEFFHALTESTOGD.1413,1413,POINT (16.3243409534979 48.180320780593625),Aichholzgasse,Aichholzgasse,9A,28,
OEFFHALTESTOGD.1414,1414,POINT (16.41727219649084 48.1853822168843),Gasometer,Gasometer,72A,1749,
OEFFHALTESTOGD.1022,1022,POINT (16.29993508004285 48.150645798218264),Campingplatz Wien-S¸d,Campingplatz Wien-S¸d,62A,199,
OEFFHALTESTOGD.1023,1023,POINT (16.414087486948485 48.24323607853768),Arbeiterstrandbad,Arbeiterstrandbad,"20A, 20B",78,
OEFFHALTESTOGD.1024,1024,POINT (16.302439075948175 48.198388108034415),Leyserstraﬂe,Leyserstraﬂe,51A,780,
OEFFHALTESTOGD.1025,1025,POINT (16.498291480754474 48.21644635489363),Saltenstraﬂe,Saltenstraﬂe,26A,1143,
OEFFHALTESTOGD.1026,1026,POINT (16.53320943245856 48.21098006192549),Podlahagasse,Podlahagasse,"26A, 88A",1026,
OEFFHALTESTOGD.1027,1027,POINT (16.311745845849686 48.24788496216582),Kleingartenverein Hackenberg,Kleingartenverein Hackenberg,35A,687,
OEFFHALTESTOGD.1028,1028,POINT (16.379078103454155 48.28519270760223),Scheydgasse/Autokaderstraﬂe,Scheydgasse/Autokaderstraﬂe,34A,1567,
OEFFHALTESTOGD.1029,1029,POINT (16.259171164162574 48.14918031530745),Kaserngasse,Kaserngasse,60A,661,
OEFFHALTESTOGD.1030,1030,POINT (16.405462352045863 48.15276814335895),Hederichgasse,Hederichgasse,68A,1804,
OEFFHALTESTOGD.1031,1031,POINT (16.4977372594838 48.25517649981496),Oleandergasse,Oleandergasse,85A,588,
OEFFHALTESTOGD.1032,1032,POINT (16.367524966972024 48.152197161383306),Undsetgasse,Undsetgasse,17A,1781,
OEFFHALTESTOGD.1033,1033,POINT (16.455910335114883 48.229271070637175),Genochplatz,Genochplatz,"86A, 87A, 95A",387,
OEFFHALTESTOGD.1034,1034,POINT (16.44672017656777 48.195984246686976),Dammhaufengasse,Dammhaufengasse,"79A, 79B",320,
OEFFHALTESTOGD.1035,1035,POINT (16.415663950799956 48.298760699345145),Josef-Flandorfer-Straﬂe,Josef-Flandorfer-Straﬂe,30A,1624,
OEFFHALTESTOGD.1036,1036,POINT (16.282515994752224 48.135732205407955),Dirmhirngasse,Dirmhirngasse,66A,703,
OEFFHALTESTOGD.1037,1037,POINT (16.375151899609367 48.24521715959039),Forsthausgasse,Forsthausgasse,11A,341,
OEFFHALTESTOGD.1038,1038,POINT (16.424398229639714 48.17992492633327),Rappachgasse,Rappachgasse,76A,1070,
OEFFHALTESTOGD.1039,1039,POINT (16.37112573760409 48.22962254575814),Wallensteinplatz,Wallensteinplatz,5B,1443,
OEFFHALTESTOGD.1040,1040,POINT (16.464934640736388 48.26259423700172),Percostraﬂe,Percostraﬂe,25A,1584,
OEFFHALTESTOGD.1041,1041,POINT (16.288499428820597 48.20638007821247),Schrekergasse,Schrekergasse,48A,1188,
OEFFHALTESTOGD.1042,1042,POINT (16.329498522279835 48.17303110099502),"Meidling, Schedifkaplatz","Meidling, Schedifkaplatz","15A, 7A",1160,
OEFFHALTESTOGD.1043,1043,POINT (16.373529615749447 48.27702016174792),Voltelinstraﬂe,Voltelinstraﬂe,34A,1196,
OEFFHALTESTOGD.1044,1044,POINT (16.378485449794784 48.23645934486183),Dresdner Straﬂe,Dresdner Straﬂe,5A,500,
OEFFHALTESTOGD.1045,1045,POINT (16.27564326547946 48.17739223425851),Ratmannsdorfgasse,Ratmannsdorfgasse,"54A, 54B",1075,
OEFFHALTESTOGD.1046,1046,POINT (16.269754512076556 48.204088787667345),An der Niederhaid,An der Niederhaid,47A,63,
OEFFHALTESTOGD.1047,1047,POINT (16.345702214298008 48.1879802198534),Mauthausgasse,Mauthausgasse,12A,883,
OEFFHALTESTOGD.1048,1048,POINT (16.33709110233184 48.1710792379138),Eibesbrunnergasse,Eibesbrunnergasse,"15A, 7A",264,
OEFFHALTESTOGD.1049,1049,POINT (16.252023466895917 48.20739085584458),Uranusweg,Uranusweg,"49A, 50B",1412,
OEFFHALTESTOGD.1050,1050,POINT (16.261178174033496 48.18034590904432),Stock im Weg,Stock im Weg,54A,1326,
OEFFHALTESTOGD.1051,1051,POINT (16.38209595834645 48.14343563779286),Himberger Straﬂe,Himberger Straﬂe,19A,524,
OEFFHALTESTOGD.1052,1052,POINT (16.256667217748035 48.20119969652573),Bergmillergasse,Bergmillergasse,"43B, 49A, 50A, 50B, 52A, 52B",123,
OEFFHALTESTOGD.1053,1053,POINT (16.33882757403406 48.18600583435866),Korbergasse,Korbergasse,12A,706,
OEFFHALTESTOGD.1054,1054,POINT (16.534387484383235 48.25386058638968),Thujagasse,Thujagasse,89A,1380,
OEFFHALTESTOGD.1055,1055,POINT (16.490567934439007 48.23974987148141),Neubreitenlee,Neubreitenlee,"95A, 97A",922,
OEFFHALTESTOGD.1056,1056,POINT (16.380106902646226 48.26938758255373),"Jedlesee, ‹berfuhrstraﬂe","Jedlesee, ‹berfuhrstraﬂe",34A,1544,
OEFFHALTESTOGD.1057,1057,POINT (16.342102817712707 48.24573620706324),Obkirchergasse,Obkirchergasse,39A,362,
OEFFHALTESTOGD.1058,1058,POINT (16.233783816651083 48.21140614909469),Josef-Ressel-Straﬂe,Josef-Ressel-Straﬂe,"49A, 50B",612,
OEFFHALTESTOGD.1059,1059,POINT (16.333158253423232 48.26089708654686),Feuerwache Grinzing,Feuerwache Grinzing,38A,312,
OEFFHALTESTOGD.1060,1060,POINT (16.454896725156384 48.20852604649875),Schilfweg,Schilfweg,"93A, 96A",1163,
OEFFHALTESTOGD.1061,1061,POINT (16.297956226789278 48.12975786194949),Siebenhirten Brunner Straﬂe,Siebenhirten Brunner Straﬂe,61A,1236,
OEFFHALTESTOGD.1062,1062,POINT (16.392880243362733 48.265737570724866),Koloniestraﬂe,Koloniestraﬂe,36A,699,
OEFFHALTESTOGD.1063,1063,POINT (16.445919439340273 48.20804101127212),Campingplatz Kleeh‰ufel,Campingplatz Kleeh‰ufel,92B,683,
OEFFHALTESTOGD.1064,1064,POINT (16.264971506266193 48.184416209859144),Angermayergasse,Angermayergasse,"54A, 54B",66,
OEFFHALTESTOGD.1065,1065,POINT (16.47876411915608 48.21131371634808),Plattensteinergasse,Plattensteinergasse,93A,1024,
OEFFHALTESTOGD.1066,1066,POINT (16.332861728761802 48.18820028557957),Stiegergasse,Stiegergasse,12A,1324,
OEFFHALTESTOGD.1067,1067,POINT (16.3620139598719 48.19721601995085),Preﬂgasse,Preﬂgasse,59A,1047,
OEFFHALTESTOGD.1068,1068,POINT (16.43662242262549 48.26306112032775),Eipeldauerstraﬂe,Eipeldauerstraﬂe,"27A, 29A, 31A",271,
OEFFHALTESTOGD.1069,1069,POINT (16.3677145809755 48.27893731104064),Segelzentrum Nord,Segelzentrum Nord,34A,1302,
OEFFHALTESTOGD.1070,1070,POINT (16.365150313452347 48.25443724777989),Grinzinger Straﬂe,Grinzinger Straﬂe,38A,428,
OEFFHALTESTOGD.1071,1071,POINT (16.353763603991162 48.13802010654468),Birostraﬂe,Birostraﬂe,67A,1626,
OEFFHALTESTOGD.1072,1072,POINT (16.321659870006137 48.221975145156264),Hernalser Hauptstraﬂe/Wattgasse,Hernalser Hauptstraﬂe/Wattgasse,10A,508,
OEFFHALTESTOGD.1073,1073,POINT (16.47014381904889 48.20389259077775),Korbweidenweg,Korbweidenweg,95A,636,
OEFFHALTESTOGD.1074,1074,POINT (16.25064441300855 48.20388675675859),Wolfersberggasse,Wolfersberggasse,"49A, 50A",1501,
OEFFHALTESTOGD.1075,1075,POINT (16.267722779018047 48.176170651230834),Lafitegasse,Lafitegasse,54B,744,
OEFFHALTESTOGD.1076,1076,POINT (16.417440986357136 48.283522807461225),Schippergasse,Schippergasse,32A,1103,
OEFFHALTESTOGD.1077,1077,POINT (16.357263268899906 48.19853980253208),Stiegengasse,Stiegengasse,57A,737,
OEFFHALTESTOGD.1078,1078,POINT (16.254044420294463 48.17665804312169),Sankt Veiter Tor,Sankt Veiter Tor,54A,1185,
OEFFHALTESTOGD.1079,1079,POINT (16.468169959820585 48.23248900925948),Hirschstetten,Hirschstetten,98A,532,
OEFFHALTESTOGD.1080,1080,POINT (16.33931202295911 48.20605590968032),Kaiserstraﬂe/Neustiftgasse,Kaiserstraﬂe/Neustiftgasse,48A,645,
OEFFHALTESTOGD.1081,1081,POINT (16.281799700585694 48.23125182297571),Mitterberg,Mitterberg,44A,878,
OEFFHALTESTOGD.1082,1082,POINT (16.310341906125178 48.21052796388183),Ottakring,Ottakring,"45A, 46A, 46B",981,
OEFFHALTESTOGD.1083,1083,POINT (16.451362128089976 48.26964779600225),Bubergasse,Bubergasse,29A,180,
OEFFHALTESTOGD.1084,1084,POINT (16.264604764853893 48.181202350504186),Gemeindeberggasse,Gemeindeberggasse,"54A, 54B",385,
OEFFHALTESTOGD.1085,1085,POINT (16.281272150760525 48.20465951924518),Raimannstraﬂe,Raimannstraﬂe,47A,1065,
OEFFHALTESTOGD.1086,1086,POINT (16.47596159639649 48.21309320657514),Stavangergasse,Stavangergasse,92A,1633,
OEFFHALTESTOGD.1087,1087,POINT (16.435901186640027 48.262687777401986),Leopoldauer Straﬂe,Leopoldauer Straﬂe,"27A, 31A",773,
OEFFHALTESTOGD.1088,1088,POINT (16.456400716265076 48.28163388070602),Iselgasse,Iselgasse,32A,587,
OEFFHALTESTOGD.1089,1089,POINT (16.471045946121233 48.26084191614797),Rautenweg/Hermann-Gebauer-Str.,Rautenweg/Hermann-Gebauer-Str.,"27A, 87A",1675,
OEFFHALTESTOGD.1090,1090,POINT (16.45018431237302 48.282199895224345),Lavantgasse/Schule,Lavantgasse/Schule,32A,758,
OEFFHALTESTOGD.1091,1091,POINT (16.31039458151073 48.2413991326347),Pˆtzleinsdorf,Pˆtzleinsdorf,41A,1056,
OEFFHALTESTOGD.1092,1092,POINT (16.291211341209348 48.15650662583216),Reibergasse,Reibergasse,56B,1081,
OEFFHALTESTOGD.1093,1093,POINT (16.395587442104706 48.22502756263713),Ernst-Melchior-Gasse,Ernst-Melchior-Gasse,82A,709,
OEFFHALTESTOGD.1094,1094,POINT (16.460774250867562 48.26212963791205),Voitgasse,Voitgasse,25A,1386,
OEFFHALTESTOGD.1095,1095,POINT (16.400151145174632 48.185928161377916),Grasbergergasse,Grasbergergasse,74A,417,
OEFFHALTESTOGD.1096,1096,POINT (16.303105905926465 48.170770742074865),Am Fasangarten,Am Fasangarten,8A,37,
OEFFHALTESTOGD.1097,1097,POINT (16.348850645576835 48.24299782880021),Silbergasse,Silbergasse,"10A, 39A",1253,
OEFFHALTESTOGD.1098,1098,POINT (16.369858531897496 48.2037226450367),K‰rntner Straﬂe,K‰rntner Straﬂe,2A,734,
OEFFHALTESTOGD.1099,1099,POINT (16.24971034349265 48.214303493677114),Campingplatz Wien-West 2,Campingplatz Wien-West 2,"43B, 52A, 52B",189,
OEFFHALTESTOGD.1100,1100,POINT (16.330904650851615 48.18132504647151),Niederhofstraﬂe,Niederhofstraﬂe,"10A, 63A",937,
OEFFHALTESTOGD.1101,1101,POINT (16.372004542093563 48.178494229366656),Laxenburger Straﬂe/Gudrunstraﬂe,Laxenburger Straﬂe/Gudrunstraﬂe,14A,136,
OEFFHALTESTOGD.1102,1102,POINT (16.48005319319222 48.21780532232574),"Aspern, Oberdorfstraﬂe","Aspern, Oberdorfstraﬂe","93A, 97A, 98A",1631,
OEFFHALTESTOGD.1103,1103,POINT (16.542241883232254 48.214612999874824),Lieglerstraﬂe,Lieglerstraﬂe,98A,787,
OEFFHALTESTOGD.1104,1104,POINT (16.33708845912042 48.15985602353186),Computerstraﬂe/Gutheil-Schoder-G.,Computerstraﬂe/Gutheil-Schoder-G.,"16A, 65A",183,
OEFFHALTESTOGD.1105,1105,POINT (16.370551539590682 48.21676870975609),Schottenring,Schottenring,3A,1182,
OEFFHALTESTOGD.1106,1106,POINT (16.29979170373313 48.21449368537221),Ottakringer Friedhof,Ottakringer Friedhof,45A,982,
OEFFHALTESTOGD.1107,1107,POINT (16.277369073997082 48.187796286753546),Preindlgasse,Preindlgasse,"54A, 54B",1044,
OEFFHALTESTOGD.1108,1108,POINT (16.369677596064026 48.200345912037164),Karlsplatz,Karlsplatz,"4A, 59A",657,
OEFFHALTESTOGD.1109,1109,POINT (16.227764865161888 48.21495680916292),Ferdinand-Frey-Weg,Ferdinand-Frey-Weg,"49A, 50B",1743,
OEFFHALTESTOGD.1110,1110,POINT (16.442304821100794 48.27312113944334),Moritz-Dreger-Gasse,Moritz-Dreger-Gasse,29A,893,
OEFFHALTESTOGD.1111,1111,POINT (16.404059934295653 48.25720729568829),Patrizigasse,Patrizigasse,"28A, 29A",995,
OEFFHALTESTOGD.1112,1112,POINT (16.37262365273617 48.20926182587657),Stephansplatz,Stephansplatz,"1A, 2A, 3A",1320,
OEFFHALTESTOGD.1113,1113,POINT (16.44975674256389 48.25707134579861),Rennbahnweg,Rennbahnweg,"25A, 27A",1860,
OEFFHALTESTOGD.1114,1114,POINT (16.33117778031069 48.247736430311754),Bˆrnergasse,Bˆrnergasse,39A,194,
OEFFHALTESTOGD.1115,1115,POINT (16.248809768258454 48.203714285633474),Utendorfgasse,Utendorfgasse,"49A, 50A",1416,
OEFFHALTESTOGD.1116,1116,POINT (16.261600407767762 48.14303617882996),Rudolf-Waisenhorn-Gasse,Rudolf-Waisenhorn-Gasse,60A,1127,
OEFFHALTESTOGD.1117,1117,POINT (16.317134282108213 48.150543047214704),Alterlaa,Alterlaa,"60A, 64A, 66A",1499,
OEFFHALTESTOGD.1118,1118,POINT (16.38625101327689 48.16788992345157),Absbergbr¸cke,Absbergbr¸cke,"68A, 68B",1787,
OEFFHALTESTOGD.1119,1119,POINT (16.294779612650554 48.17622975355023),"Wattmanngasse, Elisabethallee","Wattmanngasse, Elisabethallee","58A, 8A",303,
OEFFHALTESTOGD.1120,1120,POINT (16.33171597911285 48.20691976980514),Kirchstetterngasse,Kirchstetterngasse,48A,680,
OEFFHALTESTOGD.1121,1121,POINT (16.419027482630696 48.165026834009744),Friedjunggasse,Friedjunggasse,72A,361,
OEFFHALTESTOGD.1122,1122,POINT (16.52643304374418 48.21404869475053),Eﬂling Schule,Eﬂling Schule,"26A, 88A, 88B",297,
OEFFHALTESTOGD.1123,1123,POINT (16.29157502767714 48.14134324592664),Leopoldigasse,Leopoldigasse,"62A, 66A",774,
OEFFHALTESTOGD.1124,1124,POINT (16.29459812235844 48.207395471155706),Waid‰ckergasse,Waid‰ckergasse,48A,1439,
OEFFHALTESTOGD.1125,1125,POINT (16.365448620476954 48.16539628366443),Raxstraﬂe/Rudolfsh¸gelgasse,Raxstraﬂe/Rudolfsh¸gelgasse,15A,1078,
OEFFHALTESTOGD.1126,1126,POINT (16.528009062874343 48.21572291667894),Simonsgasse,Simonsgasse,"98A, 99A, 99B",1724,
OEFFHALTESTOGD.1127,1127,POINT (16.408420852058715 48.16718467848234),Grillgasse,Grillgasse,15A,1257,
OEFFHALTESTOGD.1128,1128,POINT (16.46132987956787 48.243905576589526),Hilde-Hannak-Gasse,Hilde-Hannak-Gasse,87A,1701,
OEFFHALTESTOGD.1129,1129,POINT (16.264436991851284 48.183669245132734),Einsiedeleigasse,Einsiedeleigasse,"54A, 54B",268,
OEFFHALTESTOGD.1130,1130,POINT (16.53759101041947 48.219570474275294),Schoeppelgasse,Schoeppelgasse,98A,1180,
OEFFHALTESTOGD.1131,1131,POINT (16.408059958792297 48.276706075443904),Groﬂjedlersdorf,Groﬂjedlersdorf,"30A, 31A, 36A",431,
OEFFHALTESTOGD.1132,1132,POINT (16.447580479388645 48.22751794673147),Schreinerweg,Schreinerweg,94A,1291,
OEFFHALTESTOGD.1133,1133,POINT (16.519336346881452 48.21449128523925),Kirschenallee,Kirschenallee,"26A, 88A, 88B",682,
OEFFHALTESTOGD.1134,1134,POINT (16.277039286781115 48.16724843750885),Strampfergasse,Strampfergasse,"55A, 56A",1602,
OEFFHALTESTOGD.1135,1135,POINT (16.321196234537855 48.180556922714935),Schwenkgasse/Tivoligasse,Schwenkgasse/Tivoligasse,9A,1249,
OEFFHALTESTOGD.1136,1136,POINT (16.474401148691612 48.22224102734283),Aspernstraﬂe,Aspernstraﬂe,26A,299,
OEFFHALTESTOGD.1137,1137,POINT (16.457440405120945 48.15983417001311),Pantucekgasse,Pantucekgasse,"71A, 73A",991,
OEFFHALTESTOGD.1138,1138,POINT (16.448694784343033 48.23937127809065),Kagraner Anger,Kagraner Anger,94A,630,
OEFFHALTESTOGD.1139,1139,POINT (16.402690736419054 48.27781484368108),Mitterhofergasse,Mitterhofergasse,"30A, 31A, 32A",1660,
OEFFHALTESTOGD.1140,1140,POINT (16.38302735834432 48.236403444757876),Lorenz-Bˆhler-Unfallkrankenhaus,Lorenz-Bˆhler-Unfallkrankenhaus,5A,813,
OEFFHALTESTOGD.1141,1141,POINT (16.483337000922383 48.215067004140145),Heustadelgasse/Schule,Heustadelgasse/Schule,98A,1635,
OEFFHALTESTOGD.1142,1142,POINT (16.320640002051654 48.15157140857577),Steinsee,Steinsee,64A,1319,
OEFFHALTESTOGD.1143,1143,POINT (16.30844318802614 48.17080584288505),Graf-Seilern-Gasse,Graf-Seilern-Gasse,"63A, 8A",416,
OEFFHALTESTOGD.1144,1144,POINT (16.257094003447136 48.166755982760755),Lainzer Tor,Lainzer Tor,55A,740,
OEFFHALTESTOGD.1145,1145,POINT (16.383410816606773 48.287688751083145),Ruﬂbergstraﬂe,Ruﬂbergstraﬂe,32A,1135,
OEFFHALTESTOGD.1146,1146,POINT (16.47444792428412 48.26716220369527),Hermann-Gebauer-Straﬂe,Hermann-Gebauer-Straﬂe,"27A, 87A",1676,
OEFFHALTESTOGD.1147,1147,POINT (16.32910203768792 48.175687464780104),Spittelbreitengasse,Spittelbreitengasse,9A,1718,
OEFFHALTESTOGD.1148,1148,POINT (16.297349102414515 48.17537051704344),Montecuccoliplatz,Montecuccoliplatz,"58A, 8A",888,
OEFFHALTESTOGD.1149,1149,POINT (16.329590201132007 48.16058453375188),Am Schˆpfwerk/Eibesbrunnergasse,Am Schˆpfwerk/Eibesbrunnergasse,16A,1857,
OEFFHALTESTOGD.1150,1150,POINT (16.272104726417126 48.13599238589946),Pumgasse,Pumgasse,60A,1053,
OEFFHALTESTOGD.1151,1151,POINT (16.530327082378843 48.24463463588076),Daphneweg,Daphneweg,89A,223,
OEFFHALTESTOGD.1152,1152,POINT (16.40337551204716 48.274197553949776),Jedlersdorfer Straﬂe,Jedlersdorfer Straﬂe,36A,593,
OEFFHALTESTOGD.1153,1153,POINT (16.37988839795485 48.219593634465596),Taborstraﬂe,Taborstraﬂe,5B,1891,
OEFFHALTESTOGD.1154,1154,POINT (16.308742413061452 48.159679960304395),Kirchfeldgasse,Kirchfeldgasse,62A,679,
OEFFHALTESTOGD.1155,1155,POINT (16.24358685225183 48.22450480881677),Haidersberggasse,Haidersberggasse,52A,1825,
OEFFHALTESTOGD.1156,1156,POINT (16.418673704219746 48.15864254278972),Gadnergasse,Gadnergasse,72A,1578,
OEFFHALTESTOGD.1157,1157,POINT (16.36895776165947 48.1786546843467),Erlachplatz,Erlachplatz,14A,286,
OEFFHALTESTOGD.1158,1158,POINT (16.405947396942867 48.281577589162),Bernreiterplatz,Bernreiterplatz,30A,128,
OEFFHALTESTOGD.1159,1159,POINT (16.38775060574839 48.19905474479159),Ungargasse/Neulinggasse,Ungargasse/Neulinggasse,4A,929,
OEFFHALTESTOGD.1160,1160,POINT (16.297189939310982 48.25174217676607),Celtesgasse,Celtesgasse,"35A, 43B",206,
OEFFHALTESTOGD.1161,1161,POINT (16.290392667446877 48.158325427246396),Schluckergasse,Schluckergasse,"56A, 56B, 58A",1178,
OEFFHALTESTOGD.1162,1162,POINT (16.296962480002126 48.17044900591648),Atzgersdorfer Straﬂe,Atzgersdorfer Straﬂe,"56A, 56B",96,
OEFFHALTESTOGD.1163,1163,POINT (16.400364448060525 48.22098703476782),Max-Winter-Platz,Max-Winter-Platz,82A,1906,
OEFFHALTESTOGD.1164,1164,POINT (16.40819687351577 48.194043223767835),Schlachthausgasse,Schlachthausgasse,80A,1199,
OEFFHALTESTOGD.1165,1165,POINT (16.280843320753196 48.18195666502825),Schrutkagasse,Schrutkagasse,54A,1189,
OEFFHALTESTOGD.1166,1166,POINT (16.337765731411103 48.236612780328855),Linneplatz,Linneplatz,"37A, 40A",803,
OEFFHALTESTOGD.1167,1167,POINT (16.472399004460417 48.246701128912015),Jakob-Bindel-Platz,Jakob-Bindel-Platz,86A,1596,
OEFFHALTESTOGD.1168,1168,POINT (16.268399305193583 48.15068864635425),Maurer Hauptplatz,Maurer Hauptplatz,"56A, 56B, 60A",854,
OEFFHALTESTOGD.1169,1169,POINT (16.472370963483804 48.22753082480538),Gotthelfgasse,Gotthelfgasse,"22A, 98A",414,
OEFFHALTESTOGD.1170,1170,POINT (16.29859640874667 48.161471451716324),S¸dwestfriedhof 3.Tor,S¸dwestfriedhof 3.Tor,63A,1354,
OEFFHALTESTOGD.1171,1171,POINT (16.374534791997903 48.28369554741211),Vohburggasse,Vohburggasse,34A,1429,
OEFFHALTESTOGD.1172,1172,POINT (16.30013306302561 48.20822300268277),Flˆtzersteig/Wilhelminenspital,Flˆtzersteig/Wilhelminenspital,48A,1691,
OEFFHALTESTOGD.1173,1173,POINT (16.352803722850865 48.19476508129057),Magdalenenstraﬂe,Magdalenenstraﬂe,"13A, 14A",1632,
OEFFHALTESTOGD.1174,1174,POINT (16.40168831124216 48.281999404082676),÷denburger Straﬂe/Schulzentrum,÷denburger Straﬂe/Schulzentrum,"30A, 32A",1541,
OEFFHALTESTOGD.1175,1175,POINT (16.421014438774716 48.23997514562908),Bundessportbad,Bundessportbad,"20A, 20B",185,
OEFFHALTESTOGD.1176,1176,POINT (16.434386215224457 48.250614058173525),Attemsgasse,Attemsgasse,27A,984,
OEFFHALTESTOGD.1177,1177,POINT (16.39984859340725 48.18507752135493),Hofmannsthalgasse,Hofmannsthalgasse,74A,538,
OEFFHALTESTOGD.1178,1178,POINT (16.3512858677533 48.20655143755338),Piaristengasse,Piaristengasse,13A,1017,
OEFFHALTESTOGD.1179,1179,POINT (16.35403918257608 48.19731354933001),Haus des Meeres,Haus des Meeres,"13A, 14A",662,
OEFFHALTESTOGD.1180,1180,POINT (16.422812703831077 48.22662438349834),Sch¸ttauplatz,Sch¸ttauplatz,"92A, 92B",1204,
OEFFHALTESTOGD.1181,1181,POINT (16.311908834050723 48.17193713924492),Edelsinnstraﬂe,Edelsinnstraﬂe,"63A, 8A",1383,
OEFFHALTESTOGD.1182,1182,POINT (16.398284805911274 48.25199654503628),Broﬂmannplatz,Broﬂmannplatz,33A,100,
OEFFHALTESTOGD.1183,1183,POINT (16.268812168595396 48.19928476903186),Deutschordenstraﬂe,Deutschordenstraﬂe,47B,1613,
OEFFHALTESTOGD.1184,1184,POINT (16.483893226377923 48.2404859559933),Pirquetgasse,Pirquetgasse,"85A, 95A",1515,
OEFFHALTESTOGD.1185,1185,POINT (16.365430619038474 48.240787155560355),Dˆblinger Steg,Dˆblinger Steg,5B,254,
OEFFHALTESTOGD.1186,1186,POINT (16.36741839076066 48.16292678421428),Laxenburger Str/Sahulkastraﬂe,Laxenburger Str/Sahulkastraﬂe,"66A, 67A, 70A",1074,
OEFFHALTESTOGD.1187,1187,POINT (16.280757931740613 48.21522709453446),Hertlgasse,Hertlgasse,"46A, 46B",509,
OEFFHALTESTOGD.1188,1188,POINT (16.274313954257906 48.13700907846205),Korbgasse,Korbgasse,60A,707,
OEFFHALTESTOGD.1189,1189,POINT (16.322140816187517 48.16251025921381),Khleslplatz,Khleslplatz,16A,674,
OEFFHALTESTOGD.1190,1190,POINT (16.329796817335314 48.24144531548913),Kratzlgasse,Kratzlgasse,35A,714,
OEFFHALTESTOGD.1191,1191,POINT (16.2937892224674 48.19885309388344),Hanusch-Krankenhaus,Hanusch-Krankenhaus,51A,1853,
OEFFHALTESTOGD.1192,1192,POINT (16.400414103276617 48.18967694985194),Sankt Marx,Sankt Marx,74A,1425,
OEFFHALTESTOGD.1193,1193,POINT (16.32275138714919 48.17492951181812),Theergasse,Theergasse,"63A, 8A",1376,
OEFFHALTESTOGD.1194,1194,POINT (16.300149563869525 48.16686146149555),Haus Hetzendorf,Haus Hetzendorf,56A,906,
OEFFHALTESTOGD.1195,1195,POINT (16.26223452337615 48.20151396958054),Bahnhofstraﬂe,Bahnhofstraﬂe,47B,107,
OEFFHALTESTOGD.1196,1196,POINT (16.418277092800444 48.132349455098364),Johanneskapelle,Johanneskapelle,17A,605,
OEFFHALTESTOGD.1197,1197,POINT (16.244676316002185 48.20434215795819),H¸tteldorfer Friedhof,H¸tteldorfer Friedhof,49A,562,
OEFFHALTESTOGD.1198,1198,POINT (16.367029572466926 48.16094204165369),Kornauthgasse,Kornauthgasse,"66A, 67A, 70A",708,
OEFFHALTESTOGD.1199,1199,POINT (16.26725375073707 48.19682876260453),Cossmanngasse,Cossmanngasse,47B,1612,
OEFFHALTESTOGD.1200,1200,POINT (16.311911809069212 48.162052143331096),Stachegasse,Stachegasse,62A,1799,
OEFFHALTESTOGD.1201,1201,POINT (16.280839923323562 48.19591185677133),Gruschaplatz,Gruschaplatz,47A,434,
OEFFHALTESTOGD.1202,1202,POINT (16.281107575714124 48.21943734413464),Savoyenstraﬂe/Koenig-Promenade,Savoyenstraﬂe/Koenig-Promenade,"46A, 46B",1758,
OEFFHALTESTOGD.1203,1203,POINT (16.52172764497703 48.228373788843896),Memlinggasse,Memlinggasse,"99A, 99B",868,
OEFFHALTESTOGD.1204,1204,POINT (16.45930136079642 48.25426793146068),Senekowitschgasse,Senekowitschgasse,27A,572,
